날짜,PM10_MIN,PM10_MAX,PM10_AVG
2010-05-01,16.0,59.0,38.0
2010-05-02,28.0,90.0,61.0
2010-05-03,61.0,117.0,86.8
2010-05-04,29.0,113.0,81.0
2010-05-05,38.0,94.0,72.5
2010-05-06,0.0,62.0,30.2
2010-05-07,17.0,68.0,39.4
2010-05-08,25.0,85.0,60.8
2010-05-09,45.0,123.0,73.0
2010-05-10,28.0,150.0,82.2
2010-05-11,11.0,113.0,57.7
2010-05-12,28.0,76.0,51.6
2010-05-13,35.0,90.0,59.9
2010-05-14,0.0,70.0,33.3
2010-05-15,20.0,109.0,49.0
2010-05-16,26.0,58.0,40.3
2010-05-17,34.0,88.0,53.2
2010-05-18,0.0,67.0,15.9
2010-05-19,10.0,154.0,73.5
2010-05-20,102.0,203.0,137.5
2010-05-21,98.0,205.0,143.3
2010-05-22,7.0,209.0,95.0
2010-05-23,0.0,33.0,8.9
2010-05-24,0.0,70.0,14.2
2010-05-25,3.0,87.0,46.1
2010-05-26,0.0,60.0,16.3
2010-05-27,0.0,41.0,18.5
2010-05-28,13.0,73.0,39.7
2010-05-29,22.0,60.0,38.1
2010-05-30,10.0,58.0,26.6
2010-05-31,9.0,39.0,24.9
2010-06-01,8.0,65.0,27.3
2010-06-02,19.0,72.0,42.0
2010-06-03,20.0,69.0,41.7
2010-06-04,25.0,50.0,38.0
2010-06-05,22.0,68.0,40.8
2010-06-06,9.0,61.0,39.0
2010-06-07,15.0,68.0,32.6
2010-06-08,7.0,80.0,29.5
2010-06-09,27.0,79.0,50.9
2010-06-10,36.0,153.0,76.6
2010-06-11,19.0,89.0,49.2
2010-06-12,1.0,54.0,22.3
2010-06-13,8.0,39.0,22.1
2010-06-14,3.0,55.0,26.8
2010-06-15,2.0,39.0,23.4
2010-06-16,12.0,84.0,44.9
2010-06-17,70.0,214.0,145.1
2010-06-18,50.0,228.0,117.9
2010-06-19,10.0,136.0,72.9
2010-06-20,21.0,83.0,40.6
2010-06-21,24.0,80.0,54.3
2010-06-22,37.0,77.0,51.4
2010-06-23,20.0,59.0,40.2
2010-06-24,20.0,95.0,51.1
2010-06-25,39.0,190.0,66.0
2010-06-26,2.0,57.0,31.8
2010-06-27,0.0,56.0,20.1
2010-06-28,0.0,66.0,40.9
2010-06-29,18.0,98.0,53.8
2010-06-30,13.0,90.0,41.9
2010-07-01,35.0,93.0,56.6
2010-07-02,6.0,85.0,46.4
2010-07-03,0.0,65.0,34.0
2010-07-04,3.0,53.0,19.8
2010-07-05,14.0,69.0,37.5
2010-07-06,0.0,112.0,65.7
2010-07-07,16.0,100.0,56.8
2010-07-08,21.0,60.0,39.1
2010-07-09,2.0,67.0,34.5
2010-07-10,18.0,56.0,38.8
2010-07-11,0.0,61.0,23.8
2010-07-12,5.0,55.0,22.6
2010-07-13,4.0,64.0,22.6
2010-07-14,5.0,65.0,31.5
2010-07-15,21.0,81.0,51.0
2010-07-16,0.0,65.0,28.2
2010-07-17,0.0,15.0,4.6
2010-07-18,1.0,28.0,12.2
2010-07-19,0.0,34.0,18.3
2010-07-20,0.0,40.0,22.2
2010-07-21,0.0,39.0,20.8
2010-07-22,0.0,38.0,14.8
2010-07-23,0.0,31.0,10.1
2010-07-24,18.0,73.0,45.7
2010-07-25,2.0,46.0,18.4
2010-07-26,1.0,25.0,13.9
2010-07-27,2.0,36.0,18.5
2010-07-28,3.0,28.0,17.5
2010-07-29,3.0,41.0,21.5
2010-07-30,15.0,63.0,33.9
2010-07-31,16.0,91.0,44.6
2010-08-01,22.0,79.0,46.1
2010-08-02,10.0,60.0,35.2
2010-08-03,10.0,57.0,34.8
2010-08-04,42.0,94.0,59.3
2010-08-05,11.0,81.0,39.4
2010-08-06,0.0,28.0,16.2
2010-08-07,0.0,25.0,9.3
2010-08-08,11.0,56.0,24.7
2010-08-09,12.0,49.0,28.8
2010-08-10,0.0,46.0,20.6
2010-08-11,0.0,35.0,11.5
2010-08-12,18.0,63.0,37.5
2010-08-13,0.0,73.0,40.3
2010-08-14,0.0,88.0,51.4
2010-08-15,0.0,72.0,32.8
2010-08-16,31.0,89.0,61.9
2010-08-17,24.0,69.0,50.9
2010-08-18,2.0,58.0,29.7
2010-08-19,0.0,56.0,21.8
2010-08-20,5.0,52.0,31.3
2010-08-21,12.0,49.0,31.9
2010-08-22,2.0,56.0,27.4
2010-08-23,0.0,35.0,19.3
2010-08-24,0.0,22.0,2.2
2010-08-25,0.0,23.0,6.8
2010-08-26,0.0,25.0,12.8
2010-08-27,4.0,48.0,21.9
2010-08-28,0.0,26.0,11.5
2010-08-29,0.0,33.0,7.9
2010-08-30,0.0,41.0,20.0
2010-08-31,0.0,71.0,37.8
2010-09-01,0.0,33.0,16.2
2010-09-02,0.0,34.0,12.1
2010-09-03,0.0,42.0,20.2
2010-09-04,0.0,52.0,24.3
2010-09-05,0.0,59.0,23.0
2010-09-06,0.0,29.0,11.7
2010-09-07,0.0,37.0,16.8
2010-09-08,0.0,40.0,21.6
2010-09-09,0.0,42.0,22.8
2010-09-10,0.0,2.0,0.2
2010-09-11,0.0,31.0,8.8
2010-09-12,0.0,60.0,15.9
2010-09-13,0.0,110.0,50.2
2010-09-14,0.0,116.0,52.0
2010-09-15,1.0,84.0,33.1
2010-09-16,0.0,63.0,35.0
2010-09-17,5.0,76.0,46.3
2010-09-18,5.0,65.0,37.3
2010-09-19,0.0,91.0,31.3
2010-09-20,0.0,45.0,19.5
2010-09-21,0.0,48.0,27.0
2010-09-22,0.0,29.0,7.5
2010-09-23,0.0,34.0,11.9
2010-09-24,0.0,39.0,21.2
2010-09-25,0.0,54.0,19.0
2010-09-26,0.0,41.0,20.2
2010-09-27,4.0,42.0,23.1
2010-09-28,5.0,100.0,35.7
2010-09-29,11.0,51.0,32.0
2010-09-30,9.0,63.0,37.4
2010-10-01,20.0,53.0,38.0
2010-10-02,0.0,53.0,25.6
2010-10-03,0.0,40.0,17.2
2010-10-04,0.0,34.0,17.6
2010-10-05,10.0,51.0,26.5
2010-10-06,13.0,62.0,38.3
2010-10-07,15.0,94.0,46.1
2010-10-08,0.0,79.0,27.4
2010-10-09,0.0,41.0,16.1
2010-10-10,19.0,63.0,40.7
2010-10-11,36.0,107.0,64.9
2010-10-12,16.0,90.0,45.7
2010-10-13,19.0,75.0,44.6
2010-10-14,20.0,66.0,38.0
2010-10-15,0.0,65.0,30.0
2010-10-18,0.0,69.0,45.0
2010-10-19,35.0,106.0,66.6
2010-10-20,53.0,117.0,82.7
2010-10-21,0.0,71.0,43.1
2010-10-22,0.0,46.0,22.4
2010-10-23,14.0,49.0,29.9
2010-10-24,9.0,66.0,37.6
2010-10-25,21.0,115.0,54.8
2010-10-26,19.0,45.0,30.7
2010-10-27,13.0,42.0,27.2
2010-10-28,19.0,60.0,39.1
2010-10-29,12.0,68.0,44.2
2010-10-30,9.0,61.0,37.7
2010-10-31,9.0,49.0,29.2
2010-11-01,28.0,69.0,50.9
2010-11-02,19.0,59.0,42.7
2010-11-03,17.0,56.0,38.3
2010-11-04,37.0,139.0,77.6
2010-11-05,88.0,201.0,134.7
2010-11-06,151.0,252.0,191.3
2010-11-07,128.0,233.0,167.1
2010-11-08,0.0,127.0,16.4
2010-11-09,3.0,40.0,18.6
2010-11-10,0.0,49.0,24.4
2010-11-11,23.0,1359.0,196.2
2010-11-12,9.0,782.0,53.1
2010-11-13,24.0,248.0,89.0
2010-11-14,0.0,176.0,37.4
2010-11-15,11.0,39.0,24.7
2010-11-16,8.0,52.0,28.5
2010-11-17,37.0,89.0,56.7
2010-11-18,33.0,89.0,59.7
2010-11-19,50.0,116.0,72.5
2010-11-20,22.0,113.0,66.9
2010-11-21,45.0,135.0,80.3
2010-11-22,12.0,159.0,36.3
2010-11-23,14.0,60.0,33.9
2010-11-24,19.0,70.0,48.6
2010-11-25,27.0,105.0,63.4
2010-11-26,15.0,53.0,34.7
2010-11-27,28.0,322.0,79.6
2010-11-28,33.0,131.0,70.3
2010-11-29,30.0,72.0,44.6
2010-11-30,37.0,227.0,118.9
2010-12-01,138.0,221.0,172.4
2010-12-02,30.0,305.0,108.4
2010-12-03,9.0,386.0,90.0
2010-12-04,16.0,62.0,40.6
2010-12-05,35.0,69.0,51.6
2010-12-06,23.0,137.0,58.6
2010-12-07,19.0,59.0,34.6
2010-12-08,12.0,57.0,37.8
2010-12-09,13.0,67.0,38.6
2010-12-10,18.0,340.0,74.5
2010-12-11,9.0,327.0,68.7
2010-12-12,7.0,35.0,21.5
2010-12-13,9.0,82.0,35.0
2010-12-14,9.0,63.0,34.1
2010-12-15,16.0,64.0,42.7
2010-12-16,18.0,64.0,42.3
2010-12-17,35.0,153.0,71.8
2010-12-18,73.0,119.0,93.0
2010-12-19,58.0,106.0,80.6
2010-12-20,72.0,209.0,144.2
2010-12-21,37.0,191.0,111.7
2010-12-22,42.0,113.0,66.4
2010-12-23,28.0,122.0,72.3
2010-12-24,26.0,100.0,48.7
2010-12-25,20.0,56.0,36.8
2010-12-26,33.0,87.0,50.4
2010-12-27,27.0,81.0,53.1
2010-12-28,31.0,87.0,56.1
2010-12-29,25.0,51.0,38.6
2010-12-30,0.0,64.0,36.5
2010-12-31,28.0,58.0,40.9
2011-01-01,39.0,76.0,56.2
2011-01-02,31.0,96.0,60.5
2011-01-03,22.0,112.0,64.0
2011-01-04,27.0,102.0,55.4
2011-01-05,20.0,63.0,41.4
2011-01-06,17.0,54.0,36.8
2011-01-07,24.0,61.0,39.4
2011-01-08,28.0,88.0,54.5
2011-01-09,14.0,124.0,43.0
2011-01-10,18.0,54.0,38.0
2011-01-11,34.0,113.0,55.2
2011-01-12,12.0,75.0,38.2
2011-01-13,3.0,81.0,43.0
2011-01-14,31.0,83.0,56.6
2011-01-15,19.0,87.0,46.4
2011-01-16,21.0,43.0,31.8
2011-01-17,15.0,50.0,30.7
2011-01-18,15.0,70.0,38.4
2011-01-19,7.0,80.0,39.9
2011-01-20,30.0,84.0,45.2
2011-01-21,28.0,73.0,40.7
2011-01-22,11.0,78.0,39.0
2011-01-23,20.0,83.0,48.8
2011-01-24,26.0,83.0,49.5
2011-01-25,23.0,83.0,44.0
2011-01-26,20.0,56.0,39.3
2011-01-27,19.0,59.0,37.8
2011-01-28,24.0,60.0,41.8
2011-01-29,17.0,48.0,33.7
2011-01-30,17.0,61.0,37.9
2011-01-31,21.0,67.0,40.1
2011-02-01,44.0,108.0,65.7
2011-02-02,74.0,148.0,102.7
2011-02-03,107.0,170.0,132.0
2011-02-04,122.0,193.0,152.3
2011-02-05,109.0,197.0,146.7
2011-02-06,95.0,192.0,147.4
2011-02-07,47.0,198.0,123.0
2011-02-08,16.0,96.0,61.8
2011-02-09,28.0,91.0,49.7
2011-02-10,33.0,86.0,53.5
2011-02-11,26.0,100.0,60.4
2011-02-12,30.0,61.0,48.3
2011-02-13,27.0,69.0,49.1
2011-02-14,33.0,83.0,56.3
2011-02-15,22.0,114.0,65.8
2011-02-16,32.0,90.0,59.2
2011-02-17,41.0,107.0,68.0
2011-02-18,58.0,118.0,89.0
2011-02-19,37.0,124.0,83.4
2011-02-20,18.0,110.0,55.2
2011-02-21,15.0,68.0,40.1
2011-02-22,36.0,107.0,63.2
2011-02-23,31.0,141.0,79.3
2011-02-24,23.0,88.0,49.1
2011-02-25,23.0,77.0,47.6
2011-02-26,18.0,69.0,41.8
2011-02-27,0.0,76.0,23.5
2011-02-28,0.0,33.0,9.6
2011-03-01,7.0,58.0,30.0
2011-03-02,11.0,45.0,28.1
2011-03-03,12.0,56.0,30.4
2011-03-04,26.0,73.0,41.5
2011-03-05,23.0,64.0,44.6
2011-03-06,33.0,92.0,54.4
2011-03-07,16.0,94.0,50.6
2011-03-08,17.0,80.0,42.0
2011-03-09,24.0,74.0,44.3
2011-03-10,26.0,87.0,48.9
2011-03-11,25.0,85.0,54.7
2011-03-12,32.0,101.0,67.6
2011-03-13,16.0,79.0,50.3
2011-03-14,11.0,141.0,76.1
2011-03-15,21.0,137.0,66.0
2011-03-16,22.0,55.0,37.8
2011-03-17,20.0,54.0,35.7
2011-03-18,16.0,70.0,41.9
2011-03-19,28.0,635.0,307.0
2011-03-20,14.0,500.0,186.0
2011-03-21,40.0,248.0,156.1
2011-03-22,26.0,64.0,43.5
2011-03-23,26.0,62.0,44.7
2011-03-24,10.0,91.0,50.9
2011-03-25,32.0,71.0,48.1
2011-03-26,26.0,59.0,43.9
2011-03-27,16.0,60.0,40.4
2011-03-28,21.0,73.0,48.5
2011-03-29,41.0,85.0,61.7
2011-03-30,47.0,140.0,86.1
2011-03-31,46.0,171.0,119.9
2011-04-01,36.0,126.0,81.5
2011-04-02,45.0,143.0,86.5
2011-04-03,41.0,116.0,80.3
2011-04-04,44.0,107.0,70.7
2011-04-05,33.0,93.0,59.0
2011-04-06,20.0,88.0,54.2
2011-04-07,0.0,52.0,18.9
2011-04-08,22.0,71.0,44.1
2011-04-09,39.0,102.0,76.2
2011-04-10,68.0,133.0,97.8
2011-04-11,44.0,129.0,74.2
2011-04-12,24.0,96.0,62.0
2011-04-13,51.0,93.0,72.6
2011-04-14,47.0,94.0,68.2
2011-04-15,18.0,83.0,54.7
2011-04-16,44.0,120.0,78.6
2011-04-17,46.0,112.0,70.5
2011-04-18,0.0,70.0,28.0
2011-04-19,14.0,84.0,40.1
2011-04-20,26.0,104.0,71.9
2011-04-21,15.0,87.0,55.1
2011-04-22,0.0,65.0,23.0
2011-04-23,0.0,58.0,34.9
2011-04-24,21.0,68.0,44.1
2011-04-25,6.0,64.0,46.1
2011-04-26,6.0,38.0,22.4
2011-04-27,4.0,62.0,24.2
2011-04-28,0.0,46.0,19.4
2011-04-29,24.0,69.0,46.6
2011-04-30,0.0,75.0,21.3
2011-05-01,22.0,340.0,174.6
2011-05-02,100.0,455.0,285.3
2011-05-03,67.0,434.0,235.0
2011-05-04,29.0,101.0,59.4
2011-05-05,32.0,107.0,61.6
2011-05-06,27.0,104.0,53.5
2011-05-07,6.0,115.0,49.5
2011-05-08,23.0,113.0,65.3
2011-05-09,0.0,83.0,44.9
2011-05-10,0.0,35.0,17.1
2011-05-11,0.0,23.0,9.5
2011-05-12,0.0,560.0,93.2
2011-05-13,0.0,263.0,94.2
2011-05-14,60.0,148.0,96.2
2011-05-15,64.0,147.0,101.1
2011-05-16,28.0,151.0,77.0
2011-05-17,0.0,77.0,40.1
2011-05-18,32.0,77.0,52.0
2011-05-19,7.0,69.0,43.1
2011-05-20,0.0,42.0,12.7
2011-05-21,4.0,55.0,28.6
2011-05-22,9.0,50.0,30.1
2011-05-23,32.0,92.0,58.7
2011-05-24,54.0,136.0,79.7
2011-05-25,57.0,122.0,87.4
2011-05-26,16.0,89.0,51.4
2011-05-27,18.0,88.0,40.0
2011-05-28,36.0,77.0,56.6
2011-05-29,32.0,94.0,58.1
2011-05-30,36.0,103.0,71.4
2011-05-31,29.0,83.0,49.0
2011-06-01,0.0,104.0,46.2
2011-06-02,54.0,135.0,101.7
2011-06-03,25.0,156.0,73.4
2011-06-04,18.0,89.0,48.7
2011-06-05,34.0,81.0,56.5
2011-06-06,30.0,82.0,46.6
2011-06-07,30.0,91.0,52.0
2011-06-08,36.0,80.0,53.2
2011-06-09,0.0,70.0,37.2
2011-06-10,35.0,104.0,60.8
2011-06-11,30.0,84.0,53.5
2011-06-12,18.0,79.0,57.3
2011-06-13,27.0,59.0,43.7
2011-06-14,24.0,77.0,47.7
2011-06-15,34.0,84.0,57.2
2011-06-16,15.0,88.0,40.7
2011-06-17,8.0,94.0,38.0
2011-06-18,23.0,99.0,56.3
2011-06-19,27.0,90.0,53.5
2011-06-20,36.0,137.0,68.9
2011-06-21,21.0,83.0,44.7
2011-06-22,0.0,61.0,32.2
2011-06-23,3.0,49.0,19.2
2011-06-24,0.0,41.0,16.3
2011-06-25,0.0,16.0,6.0
2011-06-26,0.0,109.0,7.8
2011-06-27,0.0,58.0,25.2
2011-06-28,30.0,128.0,72.2
2011-06-29,1.0,120.0,70.5
2011-06-30,0.0,111.0,44.8
2011-07-01,13.0,61.0,31.4
2011-07-02,25.0,116.0,69.1
2011-07-03,0.0,115.0,27.5
2011-07-04,2.0,88.0,41.3
2011-07-05,35.0,103.0,57.2
2011-07-06,25.0,100.0,56.3
2011-07-07,0.0,82.0,43.6
2011-07-08,0.0,52.0,25.9
2011-07-09,0.0,71.0,22.9
2011-07-10,0.0,103.0,21.2
2011-07-11,0.0,38.0,12.6
2011-07-12,0.0,37.0,12.1
2011-07-13,0.0,29.0,16.3
2011-07-14,0.0,48.0,12.6
2011-07-15,0.0,53.0,16.6
2011-07-16,0.0,66.0,17.3
2011-07-17,0.0,67.0,20.5
2011-07-18,0.0,77.0,19.3
2011-07-19,0.0,91.0,17.9
2011-07-20,0.0,71.0,19.4
2011-07-21,0.0,71.0,21.9
2011-07-22,1.0,84.0,40.8
2011-07-23,0.0,111.0,58.5
2011-07-24,0.0,117.0,52.7
2011-07-25,0.0,90.0,34.9
2011-07-26,0.0,109.0,45.0
2011-07-28,0.0,11.0,2.3
2011-07-29,0.0,94.0,35.2
2011-07-30,0.0,93.0,42.4
2011-07-31,0.0,101.0,22.5
2011-08-01,0.0,93.0,19.9
2011-08-02,0.0,49.0,13.2
2011-08-03,0.0,89.0,23.5
2011-08-04,0.0,65.0,28.9
2011-08-05,0.0,77.0,30.0
2011-08-06,0.0,48.0,21.6
2011-08-07,0.0,55.0,13.8
2011-08-08,0.0,73.0,25.0
2011-08-09,0.0,85.0,40.8
2011-08-10,0.0,93.0,34.2
2011-08-11,1.0,52.0,24.2
2011-08-12,0.0,55.0,25.6
2011-08-13,0.0,43.0,14.3
2011-08-14,5.0,98.0,46.1
2011-08-15,0.0,103.0,53.9
2011-08-16,0.0,128.0,59.3
2011-08-17,0.0,51.0,20.3
2011-08-18,0.0,72.0,17.3
2011-08-19,0.0,105.0,34.3
2011-08-20,11.0,85.0,48.5
2011-08-21,0.0,61.0,27.9
2011-08-22,0.0,88.0,34.2
2011-08-23,0.0,94.0,24.8
2011-08-24,0.0,81.0,17.0
2011-08-25,0.0,61.0,21.8
2011-08-26,0.0,54.0,15.4
2011-08-27,0.0,66.0,20.0
2011-08-28,0.0,85.0,28.1
2011-08-29,0.0,117.0,46.1
2011-08-30,0.0,86.0,36.4
2011-08-31,0.0,78.0,29.4
2011-09-01,0.0,99.0,43.5
2011-09-02,0.0,83.0,38.3
2011-09-03,0.0,68.0,17.5
2011-09-04,0.0,56.0,17.8
2011-09-05,0.0,88.0,25.6
2011-09-06,0.0,73.0,40.1
2011-09-07,0.0,103.0,35.4
2011-09-08,0.0,86.0,22.1
2011-09-09,0.0,77.0,16.3
2011-09-10,0.0,60.0,24.7
2011-09-11,0.0,59.0,10.1
2011-09-12,0.0,56.0,13.7
2011-09-13,0.0,63.0,20.4
2011-09-14,0.0,70.0,28.2
2011-09-15,0.0,62.0,28.7
2011-09-16,0.0,103.0,39.8
2011-09-17,0.0,80.0,33.1
2011-09-18,0.0,48.0,10.1
2011-09-19,0.0,59.0,15.3
2011-09-20,0.0,40.0,11.9
2011-09-21,0.0,55.0,16.7
2011-09-22,0.0,52.0,23.5
2011-09-23,26.0,99.0,50.8
2011-09-24,0.0,97.0,49.2
2011-09-25,11.0,97.0,53.4
2011-09-26,27.0,78.0,51.8
2011-09-27,0.0,80.0,37.6
2011-09-28,0.0,58.0,23.4
2011-09-29,0.0,36.0,15.1
2011-09-30,0.0,53.0,23.5
2011-10-01,0.0,44.0,20.7
2011-10-02,0.0,47.0,21.1
2011-10-03,0.0,50.0,26.1
2011-10-04,0.0,73.0,30.5
2011-10-05,0.0,129.0,41.7
2011-10-06,6.0,101.0,49.1
2011-10-07,28.0,81.0,51.8
2011-10-08,0.0,94.0,52.6
2011-10-09,0.0,116.0,52.7
2011-10-10,0.0,109.0,61.9
2011-10-11,4.0,90.0,50.0
2011-10-12,22.0,109.0,54.2
2011-10-13,0.0,110.0,57.2
2011-10-14,0.0,98.0,45.0
2011-10-15,9.0,70.0,45.0
2011-10-16,0.0,54.0,17.8
2011-10-17,0.0,70.0,28.8
2011-10-18,10.0,56.0,34.5
2011-10-19,3.0,110.0,34.1
2011-10-20,0.0,65.0,25.2
2011-10-21,0.0,50.0,21.4
2011-10-22,0.0,83.0,18.7
2011-10-23,0.0,83.0,26.3
2011-10-24,0.0,83.0,37.4
2011-10-25,0.0,45.0,19.5
2011-10-26,3.0,57.0,33.2
2011-10-27,0.0,79.0,33.3
2011-10-28,21.0,90.0,47.9
2011-10-29,8.0,83.0,41.6
2011-10-30,0.0,86.0,33.6
2011-10-31,0.0,86.0,55.2
2011-11-01,0.0,83.0,46.7
2011-11-02,0.0,85.0,54.9
2011-11-03,8.0,92.0,58.5
2011-11-04,2.0,69.0,40.6
2011-11-05,0.0,44.0,18.4
2011-11-06,0.0,45.0,9.8
2011-11-07,0.0,63.0,19.4
2011-11-08,0.0,97.0,31.4
2011-11-09,0.0,80.0,17.4
2011-11-10,0.0,40.0,18.8
2011-11-11,1.0,47.0,22.0
2011-11-12,0.0,93.0,47.8
2011-11-13,28.0,129.0,77.5
2011-11-14,0.0,109.0,33.6
2011-11-15,0.0,79.0,36.8
2011-11-16,0.0,78.0,45.5
2011-11-17,0.0,102.0,51.2
2011-11-18,6.0,96.0,34.7
2011-11-19,0.0,54.0,22.3
2011-11-20,0.0,44.0,16.3
2011-11-21,0.0,56.0,18.6
2011-11-22,9.0,63.0,31.8
2011-11-23,0.0,71.0,28.1
2011-11-24,4.0,37.0,19.0
2011-11-25,8.0,76.0,36.3
2011-11-26,0.0,84.0,48.7
2011-11-27,4.0,71.0,36.8
2011-11-28,12.0,77.0,40.8
2011-11-29,0.0,91.0,38.7
2011-11-30,0.0,28.0,6.0
2011-12-01,0.0,23.0,7.8
2011-12-02,0.0,36.0,11.7
2011-12-03,0.0,38.0,10.8
2011-12-04,0.0,75.0,28.8
2011-12-05,6.0,48.0,26.3
2011-12-06,17.0,54.0,35.3
2011-12-07,43.0,86.0,63.6
2011-12-08,13.0,102.0,56.7
2011-12-09,0.0,73.0,33.4
2011-12-10,0.0,47.0,26.1
2011-12-11,0.0,64.0,36.5
2011-12-12,0.0,88.0,43.4
2011-12-13,7.0,103.0,44.7
2011-12-14,0.0,94.0,65.3
2011-12-15,8.0,54.0,23.9
2011-12-16,14.0,57.0,32.6
2011-12-17,17.0,54.0,32.0
2011-12-18,15.0,49.0,35.1
2011-12-19,19.0,55.0,32.1
2011-12-20,18.0,58.0,40.7
2011-12-21,22.0,77.0,49.8
2011-12-22,19.0,78.0,41.4
2011-12-23,11.0,50.0,28.4
2011-12-24,4.0,55.0,27.1
2011-12-25,6.0,35.0,21.3
2011-12-26,0.0,53.0,24.9
2011-12-27,11.0,75.0,45.4
2011-12-28,40.0,94.0,64.3
2011-12-29,62.0,136.0,101.0
2011-12-30,0.0,126.0,82.3
2011-12-31,59.0,133.0,98.3
2012-01-01,38.0,96.0,73.1
2012-01-02,63.0,111.0,88.5
2012-01-03,55.0,107.0,85.9
2012-01-04,36.0,87.0,62.2
2012-01-05,15.0,62.0,42.7
2012-01-06,25.0,80.0,51.5
2012-01-07,53.0,110.0,80.6
2012-01-08,31.0,109.0,75.1
2012-01-09,55.0,161.0,106.8
2012-01-10,51.0,148.0,83.3
2012-01-11,41.0,77.0,55.9
2012-01-12,16.0,76.0,46.1
2012-01-13,10.0,140.0,56.4
2012-01-14,17.0,70.0,37.6
2012-01-15,30.0,55.0,44.2
2012-01-16,15.0,61.0,43.6
2012-01-17,17.0,79.0,47.5
2012-01-18,62.0,165.0,107.2
2012-01-19,1.0,131.0,43.2
2012-01-20,0.0,39.0,15.1
2012-01-21,8.0,141.0,44.0
2012-01-22,27.0,162.0,58.2
2012-01-23,10.0,52.0,25.7
2012-01-24,7.0,57.0,25.6
2012-01-25,10.0,45.0,27.4
2012-01-26,22.0,78.0,42.9
2012-01-27,52.0,111.0,80.8
2012-01-28,19.0,61.0,36.9
2012-01-29,21.0,61.0,42.8
2012-01-30,24.0,59.0,35.6
2012-01-31,23.0,93.0,41.2
2012-02-01,18.0,90.0,44.1
2012-02-02,23.0,61.0,42.8
2012-02-03,19.0,53.0,33.9
2012-02-04,17.0,76.0,48.1
2012-02-05,11.0,67.0,40.0
2012-02-06,12.0,61.0,37.9
2012-02-07,23.0,169.0,86.2
2012-02-08,20.0,56.0,39.7
2012-02-09,20.0,50.0,32.2
2012-02-10,15.0,54.0,36.1
2012-02-11,14.0,50.0,28.1
2012-02-12,16.0,43.0,28.3
2012-02-13,10.0,97.0,42.0
2012-02-14,33.0,124.0,74.9
2012-02-15,26.0,118.0,56.9
2012-02-16,18.0,70.0,45.0
2012-02-17,19.0,86.0,41.5
2012-02-18,25.0,50.0,37.4
2012-02-19,13.0,42.0,30.0
2012-02-20,28.0,65.0,42.4
2012-02-21,43.0,136.0,77.7
2012-02-22,27.0,135.0,65.0
2012-02-23,25.0,90.0,53.2
2012-02-24,30.0,152.0,79.7
2012-02-25,16.0,127.0,61.8
2012-02-26,24.0,53.0,40.2
2012-02-27,17.0,64.0,39.9
2012-02-28,20.0,60.0,37.8
2012-02-29,11.0,60.0,36.4
2012-03-01,31.0,81.0,47.5
2012-03-02,0.0,73.0,37.0
2012-03-03,0.0,43.0,16.7
2012-03-04,5.0,28.0,15.1
2012-03-05,0.0,22.0,8.7
2012-03-06,0.0,156.0,51.9
2012-03-07,30.0,90.0,54.5
2012-03-08,24.0,67.0,46.6
2012-03-09,6.0,60.0,38.1
2012-03-10,6.0,71.0,31.4
2012-03-11,0.0,83.0,34.6
2012-03-12,0.0,42.0,25.7
2012-03-13,13.0,87.0,45.1
2012-03-14,14.0,111.0,52.3
2012-03-15,11.0,124.0,50.3
2012-03-16,0.0,61.0,40.0
2012-03-17,0.0,67.0,28.2
2012-03-18,26.0,73.0,49.3
2012-03-19,4.0,41.0,20.8
2012-03-20,12.0,64.0,33.4
2012-03-21,23.0,49.0,36.3
2012-03-22,30.0,146.0,74.8
2012-03-23,0.0,154.0,27.6
2012-03-24,3.0,42.0,20.8
2012-03-25,13.0,135.0,55.7
2012-03-26,22.0,57.0,38.2
2012-03-27,30.0,72.0,47.4
2012-03-28,62.0,135.0,107.4
2012-03-29,51.0,126.0,77.1
2012-03-30,29.0,70.0,48.9
2012-03-31,24.0,238.0,74.1
2012-04-01,47.0,124.0,88.4
2012-04-02,25.0,132.0,80.1
2012-04-03,0.0,45.0,20.4
2012-04-04,21.0,153.0,77.9
2012-04-05,18.0,65.0,42.8
2012-04-06,16.0,59.0,34.6
2012-04-07,20.0,49.0,36.8
2012-04-08,30.0,89.0,53.8
2012-04-09,41.0,134.0,78.8
2012-04-10,18.0,144.0,85.2
2012-04-11,5.0,49.0,18.9
2012-04-12,24.0,73.0,44.8
2012-04-13,28.0,84.0,51.5
2012-04-14,23.0,90.0,49.8
2012-04-15,13.0,63.0,35.5
2012-04-16,12.0,69.0,40.9
2012-04-17,29.0,87.0,52.1
2012-04-18,25.0,65.0,47.3
2012-04-19,18.0,86.0,50.2
2012-04-20,19.0,84.0,36.4
2012-04-21,0.0,27.0,10.7
2012-04-22,0.0,31.0,7.9
2012-04-23,19.0,151.0,80.7
2012-04-24,34.0,134.0,70.5
2012-04-25,1.0,87.0,44.0
2012-04-26,0.0,45.0,22.4
2012-04-27,21.0,63.0,41.6
2012-04-28,29.0,59.0,42.4
2012-04-29,31.0,67.0,46.4
2012-04-30,8.0,64.0,35.6
2012-05-01,4.0,59.0,22.0
2012-05-02,3.0,47.0,13.9
2012-05-03,0.0,23.0,10.8
2012-05-04,0.0,169.0,46.6
2012-05-05,48.0,142.0,87.3
2012-05-06,31.0,72.0,52.4
2012-05-07,39.0,73.0,54.9
